CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1049961100,Alabama,DeKalb,3303,1752,1551,13.3,79.0,4.6,1.2,0.0,0.0,2447,45218.0,17112.0,18767.0,2674.0,12.8,12.6,13.4,17.7,16.4,18.9,33.6,89.2,10.0,0.0,0.8,0.0,0.0,16.0,1292,84.3,8.3,7.4,0.0,11.7
1049961200,Alabama,DeKalb,2190,1084,1106,12.9,83.2,0.3,0.0,0.8,0.0,1498,56364.0,10011.0,30512.0,4391.0,7.2,5.2,39.2,15.7,21.9,6.6,16.6,86.4,6.6,0.0,1.1,2.5,3.4,17.3,991,81.1,15.4,3.4,0.0,4.2
1049961300,Alabama,DeKalb,5671,2754,2917,36.1,59.4,3.1,0.0,1.0,0.0,3353,33750.0,7000.0,17007.0,1914.0,21.7,25.9,27.0,17.8,21.2,7.2,26.9,83.7,9.2,0.0,0.0,5.3,1.7,24.4,2203,86.0,7.8,6.2,0.0,16.2
1049961400,Alabama,DeKalb,4118,1916,2202,6.6,88.8,0.2,0.7,0.2,0.0,3060,35902.0,5259.0,22485.0,3906.0,22.9,36.3,26.9,17.1,22.4,8.5,25.1,88.0,5.8,0.0,0.5,0.8,4.9,23.9,1464,73.0,13.9,12.8,0.3,10.7
1051030100,Alabama,Elmore,9665,6427,3238,1.1,72.8,23.7,1.4,0.0,0.0,8224,43400.0,4884.0,15545.0,2020.0,17.4,26.2,33.7,9.6,23.8,13.2,19.7,79.4,18.8,0.0,0.0,0.1,1.7,36.8,2689,71.4,21.3,7.3,0.0,7.4
1051030200,Alabama,Elmore,4693,2249,2444,0.0,86.8,11.4,0.3,0.0,0.0,3569,49948.0,7809.0,20739.0,2586.0,14.1,21.7,24.7,21.5,27.6,14.3,12.0,88.6,8.2,0.8,0.0,1.1,1.4,37.7,1714,59.6,27.9,12.5,0.0,9.4
1051030300,Alabama,Elmore,2492,1177,1315,0.4,95.9,3.8,0.0,0.0,0.0,2099,61974.0,18816.0,39113.0,4642.0,3.9,3.7,34.0,18.7,25.6,6.3,15.4,89.1,3.4,0.0,0.0,0.9,6.5,31.5,1092,79.9,14.1,6.0,0.0,1.8
1051030400,Alabama,Elmore,7016,3380,3636,2.8,69.9,22.5,0.0,2.2,0.0,5099,48348.0,8036.0,24376.0,2251.0,9.3,10.7,28.3,14.2,22.4,7.8,27.4,92.7,5.7,0.0,1.6,0.0,0.0,25.9,3276,78.8,17.1,4.1,0.0,6.6
1051030500,Alabama,Elmore,4395,2126,2269,1.5,87.8,8.0,0.4,0.3,0.0,3394,51439.0,5121.0,22002.0,1789.0,11.5,12.2,27.1,16.6,26.9,17.8,11.6,89.1,9.2,0.0,0.0,0.9,0.8,35.0,1918,71.8,20.9,7.1,0.2,8.0
1051030600,Alabama,Elmore,6682,2569,4113,2.5,75.1,21.9,0.0,0.2,0.0,5057,46354.0,14764.0,17875.0,1964.0,18.0,21.9,32.7,17.1,27.6,5.3,17.4,90.1,5.2,0.0,0.0,2.5,2.1,31.6,2199,65.0,29.0,6.0,0.0,16.5
1051030701,Alabama,Elmore,7142,3398,3744,0.8,80.8,14.0,0.0,0.0,0.0,5093,80849.0,9025.0,35511.0,5537.0,6.8,11.6,45.0,14.9,20.0,6.2,13.9,85.8,8.3,0.0,0.0,1.7,4.2,28.4,3311,61.5,33.6,4.9,0.0,6.8
1051030702,Alabama,Elmore,4242,2076,2166,2.9,83.9,11.0,0.3,0.6,0.0,3343,71638.0,13471.0,34999.0,5673.0,9.2,17.6,38.3,13.2,27.5,8.7,12.3,87.6,8.8,0.0,0.0,0.0,3.6,25.4,2082,74.1,20.6,5.3,0.0,4.6
1051030800,Alabama,Elmore,6788,3129,3659,1.7,65.2,30.7,0.0,0.0,0.0,5332,47185.0,7108.0,23969.0,3175.0,10.1,5.4,26.5,10.3,28.0,14.4,20.8,93.7,3.0,0.0,0.0,0.8,2.5,27.8,2912,68.4,26.5,5.0,0.0,17.8
1051030901,Alabama,Elmore,6255,3147,3108,3.3,77.4,17.6,0.0,0.8,0.0,4519,68169.0,8682.0,28008.0,5965.0,3.4,3.4,42.3,10.6,29.5,7.6,9.9,86.7,8.3,0.0,1.2,1.6,2.3,28.7,2837,66.5,29.0,4.5,0.0,3.6
1051030902,Alabama,Elmore,3845,1845,2000,7.9,64.8,26.6,0.0,0.3,0.0,2901,46688.0,3929.0,22263.0,2330.0,16.2,27.1,26.1,22.5,23.2,11.2,16.9,81.2,11.3,0.0,0.0,7.1,0.4,30.1,1847,71.5,22.0,6.5,0.0,9.1
1051031000,Alabama,Elmore,7512,3178,4334,7.0,58.1,31.3,0.1,1.3,0.0,4989,43125.0,9361.0,20742.0,2395.0,31.8,58.5,31.9,19.1,28.5,5.6,14.8,87.4,9.2,0.0,1.1,0.5,1.8,23.5,3406,80.0,18.3,1.7,0.0,3.3
1051031100,Alabama,Elmore,4522,2173,2349,0.4,76.9,20.3,0.1,0.0,0.0,3285,70000.0,11127.0,28730.0,3641.0,7.6,9.1,39.3,22.0,18.7,11.0,9.0,85.6,11.7,0.0,0.0,0.0,2.7,24.9,1825,62.9,29.8,7.3,0.0,8.2
1051031200,Alabama,Elmore,1764,871,893,9.7,38.6,50.9,0.0,0.0,0.0,1266,44602.0,6472.0,20236.0,3441.0,25.6,33.8,32.0,8.6,22.5,14.7,22.2,84.6,10.2,4.1,0.0,0.6,0.5,24.0,662,68.7,26.7,4.5,0.0,11.0
1051031300,Alabama,Elmore,3750,1617,2133,4.6,69.1,22.1,0.0,1.4,0.0,3002,41619.0,5809.0,23962.0,3003.0,20.0,38.0,31.3,26.2,24.2,6.5,11.7,79.2,15.2,0.0,1.1,1.1,3.5,19.5,1866,72.9,22.3,4.8,0.0,7.8
1053969800,Alabama,Escambia,5523,2588,2935,1.9,63.3,32.9,1.4,0.0,0.0,4300,30833.0,7603.0,15490.0,1493.0,29.5,41.4,19.4,23.2,34.9,5.6,17.0,91.7,3.7,0.0,1.2,1.8,1.5,24.2,1787,76.4,11.1,12.2,0.2,21.3
1053969900,Alabama,Escambia,4364,2211,2153,1.4,81.4,13.9,2.4,0.0,0.0,3221,38717.0,7492.0,20442.0,2702.0,17.0,16.4,21.5,20.5,19.5,12.4,26.1,91.9,3.7,0.7,0.8,0.6,2.3,27.2,1699,76.5,18.1,5.5,0.0,10.0
1053970100,Alabama,Escambia,4310,2002,2308,0.4,75.0,22.8,1.1,0.0,0.0,3257,40407.0,6762.0,22546.0,2556.0,16.1,17.3,45.0,9.2,23.4,7.3,15.0,92.9,6.0,0.0,0.0,0.5,0.6,25.7,1538,71.6,22.7,5.7,0.0,10.0
1053970200,Alabama,Escambia,2007,1052,955,0.4,20.2,78.7,0.0,0.6,0.0,1619,24261.0,5985.0,14537.0,2949.0,47.2,74.1,23.6,22.6,22.8,3.0,28.0,85.1,7.0,0.0,5.2,0.0,2.8,12.0,508,75.2,19.9,4.9,0.0,25.3
1053970300,Alabama,Escambia,3584,1911,1673,0.8,76.8,20.0,1.1,0.1,0.0,2781,34350.0,6841.0,17398.0,2108.0,23.5,32.0,27.7,14.6,20.7,13.5,23.5,89.3,5.4,0.6,2.8,0.6,1.2,25.8,1146,75.8,21.1,2.9,0.2,20.9
1053970400,Alabama,Escambia,4984,3532,1452,3.5,48.6,31.2,14.0,0.3,0.0,4181,35707.0,4473.0,9612.0,1307.0,22.2,30.3,29.4,34.4,17.9,10.3,8.1,95.4,4.3,0.0,0.3,0.0,0.0,22.5,980,56.0,33.1,9.9,1.0,8.0
1053970500,Alabama,Escambia,5402,2669,2733,0.8,70.2,26.2,2.4,0.0,0.0,4127,31147.0,6317.0,20325.0,4661.0,25.6,44.0,20.0,21.3,15.8,22.6,20.4,89.0,8.3,1.9,0.0,0.0,0.8,22.5,1807,77.6,16.9,5.5,0.0,11.7
1053970600,Alabama,Escambia,3816,1707,2109,0.3,19.4,79.7,0.0,0.0,0.0,2874,21329.0,2670.0,12254.0,1758.0,32.2,38.2,8.9,38.9,27.2,9.6,15.4,84.9,10.3,0.0,3.1,0.8,0.9,19.5,1277,75.2,19.0,5.9,0.0,23.2
1053970700,Alabama,Escambia,3945,1852,2093,0.5,66.7,24.0,2.7,0.5,0.0,3039,46368.0,6016.0,19945.0,2596.0,15.7,15.5,33.6,17.4,23.3,8.2,17.5,93.7,5.7,0.0,0.6,0.0,0.0,20.8,1552,79.3,17.1,3.7,0.0,13.8
1055000200,Alabama,Etowah,3371,1570,1801,0.2,48.4,47.6,0.1,0.0,0.0,2638,22238.0,3793.0,13839.0,1866.0,31.8,51.8,24.8,32.0,27.3,2.2,13.7,69.1,23.7,0.0,0.9,1.0,5.2,16.2,1159,80.4,13.8,5.8,0.0,5.0
1055000300,Alabama,Etowah,2859,1322,1537,0.0,20.7,78.7,0.0,0.0,0.0,1875,18661.0,3299.0,10560.0,1793.0,49.1,74.3,16.6,32.3,19.6,8.8,22.7,75.1,19.3,0.8,4.8,0.0,0.0,16.1,827,80.2,16.7,3.1,0.0,19.0
1055000400,Alabama,Etowah,4177,1978,2199,2.1,91.9,2.3,0.2,1.2,0.0,3325,52165.0,6997.0,24478.0,2317.0,7.7,9.6,42.2,12.1,22.8,12.4,10.4,90.4,6.6,0.0,0.3,0.0,2.7,24.1,1780,76.7,21.0,2.4,0.0,3.1
1055000500,Alabama,Etowah,1758,953,805,14.7,76.5,3.9,0.0,0.0,0.0,1223,24669.0,6828.0,15965.0,2566.0,20.6,20.4,13.4,17.6,24.0,23.3,21.7,84.9,8.8,0.0,0.0,0.0,6.4,23.4,558,88.5,8.4,3.0,0.0,24.9
1055000600,Alabama,Etowah,1835,923,912,9.0,75.3,14.1,0.9,0.0,0.0,1314,28608.0,4755.0,14420.0,2273.0,31.4,40.1,15.0,25.0,14.0,18.4,27.6,85.6,9.0,0.0,0.0,1.3,4.1,19.0,620,81.9,15.2,2.9,0.0,20.6
1055000700,Alabama,Etowah,1194,530,664,0.0,50.4,49.2,0.0,0.0,0.0,810,18398.0,3908.0,10333.0,1600.0,46.7,74.1,21.0,18.2,24.4,14.5,21.9,92.7,4.2,0.0,1.7,1.4,0.0,18.4,352,90.9,8.0,1.1,0.0,13.7
1055000800,Alabama,Etowah,1131,595,536,10.3,34.9,54.8,0.0,0.0,0.0,737,26908.0,16356.0,12851.0,2885.0,40.5,68.6,18.2,12.5,10.6,15.7,43.0,95.4,0.0,2.3,0.0,0.0,2.3,27.8,407,88.5,7.1,4.4,0.0,6.0
1055000900,Alabama,Etowah,3079,1479,1600,4.8,78.5,12.0,0.0,0.9,0.0,2312,22390.0,3869.0,12377.0,1867.0,42.5,69.8,19.5,22.6,18.7,6.6,32.6,88.0,6.9,2.2,0.0,2.7,0.1,19.9,862,83.4,14.3,2.3,0.0,14.9
1055001000,Alabama,Etowah,1557,540,1017,14.6,30.4,46.6,1.4,0.0,0.0,1015,36184.0,11703.0,13794.0,2449.0,38.9,60.8,19.6,18.3,22.6,6.0,33.4,72.8,19.0,0.0,1.1,4.6,2.5,17.4,530,84.0,14.5,1.5,0.0,17.4
1055001100,Alabama,Etowah,4702,2269,2433,1.2,88.4,4.9,0.3,4.6,0.0,3664,62457.0,7495.0,38854.0,4642.0,6.4,12.0,57.5,11.3,17.4,4.2,9.6,84.6,8.9,0.4,0.4,0.0,5.7,21.7,1926,73.2,19.5,7.1,0.3,3.4
1055001200,Alabama,Etowah,2983,1676,1307,7.0,66.1,20.2,0.0,5.0,0.0,2475,29191.0,4686.0,22479.0,3198.0,24.8,34.7,36.9,14.1,25.6,5.2,18.1,94.3,2.7,0.8,1.5,0.7,0.0,19.2,1213,85.0,12.4,2.6,0.0,7.4
1055001300,Alabama,Etowah,2569,1092,1477,12.1,52.5,34.3,0.0,0.0,0.0,2133,30165.0,4833.0,15618.0,2679.0,36.4,72.3,24.3,28.0,16.2,11.3,20.2,79.3,20.0,0.7,0.0,0.0,0.0,14.9,1017,87.8,7.8,4.4,0.0,21.9
1055001600,Alabama,Etowah,3683,1682,2001,4.3,25.9,69.3,0.0,0.0,0.0,2859,36842.0,10404.0,17973.0,2792.0,22.4,50.8,17.2,25.2,19.7,3.0,34.9,86.4,6.0,0.6,3.7,0.5,2.7,20.1,1385,75.2,21.7,1.9,1.2,10.6
1055001700,Alabama,Etowah,1641,770,871,7.9,41.1,48.0,0.5,1.2,0.0,1259,24107.0,7049.0,18637.0,1723.0,19.7,34.3,18.5,29.6,12.2,12.3,27.4,80.8,17.2,0.0,0.0,0.0,2.0,16.3,818,88.4,8.7,2.9,0.0,4.7
1055010100,Alabama,Etowah,2170,1114,1056,3.0,73.0,21.1,0.0,0.2,0.0,1662,31131.0,11072.0,14383.0,2051.0,32.3,46.7,13.2,22.9,25.7,7.8,30.4,87.7,9.2,0.0,0.0,0.9,2.2,26.4,786,85.5,10.6,3.9,0.0,13.9
1055010200,Alabama,Etowah,5068,2419,2649,6.3,80.7,9.4,0.0,0.0,1.0,4034,40129.0,7844.0,20704.0,3049.0,13.5,10.6,21.9,11.7,21.8,10.2,34.5,88.7,9.5,1.5,0.0,0.0,0.3,18.4,2128,84.0,14.4,1.6,0.0,13.7
1055010300,Alabama,Etowah,2660,1386,1274,0.0,93.3,5.7,0.9,0.0,0.0,2175,49479.0,6684.0,21833.0,2388.0,6.6,8.5,25.2,24.2,21.7,11.3,17.6,89.6,2.5,0.0,0.5,0.0,7.4,27.6,1191,70.4,21.6,8.0,0.0,3.6
1055010401,Alabama,Etowah,3505,1610,1895,3.6,79.2,15.9,0.0,0.0,0.3,2529,41544.0,8207.0,22416.0,3403.0,23.1,42.3,33.0,12.8,24.6,8.1,21.5,79.0,10.1,0.8,0.0,1.7,8.4,22.1,1607,80.0,10.9,9.1,0.0,9.0
1055010402,Alabama,Etowah,5475,2626,2849,1.4,92.5,4.8,0.0,0.4,0.9,4194,53213.0,3937.0,23169.0,2606.0,16.8,21.4,38.5,17.4,24.3,7.2,12.5,89.5,4.9,0.0,0.0,0.6,5.1,27.9,1973,78.4,18.8,2.8,0.0,12.5
1055010501,Alabama,Etowah,8202,4015,4187,1.8,95.2,1.2,0.3,1.5,0.0,6267,66346.0,5900.0,26043.0,1843.0,4.5,3.3,33.6,18.9,24.2,5.9,17.4,92.1,3.3,0.0,0.0,1.1,3.5,23.1,4056,81.4,14.7,3.9,0.0,2.4
1055010502,Alabama,Etowah,5151,2418,2733,0.3,91.8,5.1,1.0,0.2,0.0,4374,49625.0,11582.0,23895.0,2488.0,11.1,9.9,28.6,15.5,15.3,13.0,27.6,87.3,9.7,0.0,0.0,0.9,2.2,25.5,2079,80.4,13.0,6.3,0.4,15.2
1055010601,Alabama,Etowah,5592,2683,2909,0.6,98.1,0.0,0.0,0.0,0.0,4329,52018.0,11633.0,25876.0,3572.0,8.1,14.2,40.0,9.0,19.8,11.4,19.8,87.3,4.4,0.0,0.0,0.0,8.3,20.9,2572,73.4,15.5,11.2,0.0,2.0
1055010602,Alabama,Etowah,3700,1880,1820,1.7,95.6,0.0,0.0,0.0,0.0,2953,39706.0,10823.0,18897.0,2084.0,12.9,22.8,26.7,22.5,16.8,17.9,16.1,79.6,16.3,0.0,0.6,0.0,3.5,32.6,1556,79.9,15.2,3.9,1.0,5.6
1055010700,Alabama,Etowah,3859,1809,2050,1.2,90.1,7.3,0.0,0.0,0.0,3015,47568.0,4235.0,23275.0,3042.0,12.9,22.8,24.7,19.8,20.2,9.4,25.9,85.8,5.6,0.0,0.0,0.7,7.9,26.8,1644,79.3,9.6,11.1,0.0,2.2
1055010800,Alabama,Etowah,2724,1360,1364,2.7,91.9,2.9,0.0,0.0,0.0,2022,38945.0,12620.0,19456.0,3436.0,22.1,30.7,33.8,22.6,16.8,11.1,15.7,94.1,3.5,0.0,0.0,1.1,1.2,29.1,810,80.0,17.7,1.1,1.2,18.2
1055010900,Alabama,Etowah,1548,815,733,0.6,94.4,4.5,0.0,0.2,0.0,1167,44653.0,15032.0,21982.0,2635.0,13.8,17.3,27.6,14.6,25.4,14.4,18.1,80.6,14.5,0.0,0.0,0.0,4.9,30.5,646,74.9,17.8,7.3,0.0,4.9
1055011001,Alabama,Etowah,4612,2229,2383,2.0,96.0,0.5,1.4,0.0,0.0,3430,42292.0,9108.0,20277.0,2261.0,17.6,23.4,24.3,16.7,29.4,7.2,22.4,91.0,6.6,0.0,0.2,0.4,1.8,23.4,1827,73.6,14.8,11.5,0.2,12.2
1055011002,Alabama,Etowah,5600,2866,2734,7.3,89.6,2.2,0.0,0.9,0.0,3874,50709.0,5987.0,17364.0,1996.0,11.7,14.6,19.4,13.4,26.8,15.4,25.0,86.8,10.1,0.3,0.3,0.0,2.5,27.6,2432,79.2,11.6,9.2,0.0,6.2
1055011100,Alabama,Etowah,4753,2334,2419,2.1,95.3,0.5,1.4,0.0,0.0,3483,27892.0,8518.0,15182.0,1787.0,29.7,43.3,28.2,19.4,18.9,13.0,20.5,79.6,12.6,0.0,0.0,0.0,7.8,35.3,1621,78.8,10.6,8.6,2.0,7.4
1055011200,Alabama,Etowah,2608,1264,1344,10.8,27.6,55.6,0.0,0.2,0.0,1734,20142.0,3062.0,11404.0,2090.0,51.5,83.2,8.2,44.0,8.7,6.9,32.2,86.3,8.4,1.8,0.9,0.0,2.6,17.6,854,93.2,6.8,0.0,0.0,7.8
1057020000,Alabama,Fayette,1623,696,927,0.0,99.4,0.4,0.0,0.0,0.0,1232,37375.0,10539.0,18631.0,2376.0,16.6,22.7,20.1,9.9,27.6,17.4,25.0,79.9,18.4,0.0,0.0,1.1,0.6,34.6,648,86.4,11.4,2.2,0.0,12.4
1057020100,Alabama,Fayette,3224,1734,1490,0.0,94.5,5.0,0.0,0.0,0.0,2486,40275.0,8108.0,21761.0,3198.0,8.4,9.9,28.0,15.3,22.0,10.0,24.6,92.2,5.7,0.0,0.0,0.0,2.1,26.8,1279,80.3,14.1,5.6,0.0,6.8
1057020200,Alabama,Fayette,4184,2122,2062,0.8,83.5,13.3,0.0,1.1,0.0,3356,39205.0,5665.0,20647.0,2098.0,11.0,7.9,34.8,16.5,19.8,10.8,18.2,86.7,9.1,0.1,0.6,0.0,3.6,21.1,1706,76.3,20.5,3.0,0.3,8.5
1057020300,Alabama,Fayette,4041,2085,1956,2.3,64.0,30.0,0.0,0.0,0.0,3034,30658.0,3609.0,17605.0,3077.0,28.8,44.7,26.3,14.8,23.4,8.4,27.1,82.3,15.7,0.0,0.8,0.0,1.2,26.5,1227,87.8,8.8,3.4,0.0,15.0
1057020400,Alabama,Fayette,3824,1840,1984,0.0,96.1,2.5,0.0,0.5,0.0,3080,32172.0,3925.0,18908.0,2258.0,24.2,36.4,19.5,13.5,18.9,19.7,28.3,88.0,11.0,0.0,0.0,0.2,0.7,38.2,1262,82.9,12.4,4.4,0.2,8.8
1059972900,Alabama,Franklin,3368,1718,1650,14.1,76.1,8.8,1.0,0.0,0.0,2681,39648.0,12841.0,20001.0,2641.0,17.3,22.0,26.5,13.5,14.5,11.2,34.2,72.5,24.7,0.0,0.6,1.7,0.5,24.1,1473,77.2,16.6,6.2,0.0,13.0
1059973000,Alabama,Franklin,6023,2829,3194,40.8,47.9,8.6,2.7,0.0,0.0,3248,29151.0,7883.0,15115.0,3489.0,35.9,60.9,17.6,12.5,20.7,7.2,42.0,82.4,14.5,0.0,0.0,0.9,2.2,26.0,2241,80.5,12.9,6.6,0.0,6.9
1059973100,Alabama,Franklin,2708,1392,1316,1.5,97.2,0.0,0.0,0.0,0.0,2027,50938.0,10875.0,21882.0,2948.0,13.1,18.0,24.9,10.7,22.4,6.3,35.7,85.5,10.8,0.0,1.7,0.0,2.0,27.4,1109,71.4,19.8,8.7,0.0,9.5
1059973200,Alabama,Franklin,4315,2206,2109,28.7,62.2,7.2,0.0,0.0,0.0,2480,40524.0,8614.0,19687.0,3839.0,28.4,36.0,23.7,16.7,15.5,21.4,22.6,77.8,8.8,0.0,0.0,8.5,4.9,35.0,1352,78.3,14.1,7.7,0.0,13.6
1059973300,Alabama,Franklin,2482,1116,1366,23.0,72.4,4.6,0.0,0.0,0.0,1816,36793.0,7658.0,24631.0,4802.0,8.1,17.7,24.9,6.3,13.2,15.3,40.3,62.5,7.5,0.0,0.0,30.0,0.0,36.2,1095,81.3,12.3,6.4,0.0,11.7
1059973400,Alabama,Franklin,2775,1176,1599,0.8,97.5,1.7,0.0,0.0,0.0,2072,31161.0,5186.0,16687.0,2380.0,29.8,46.1,11.0,18.6,29.2,12.6,28.6,83.5,15.6,0.0,0.0,1.0,0.0,25.3,1054,78.0,10.0,12.0,0.0,6.1
1059973500,Alabama,Franklin,2330,1190,1140,1.5,96.5,0.0,0.0,0.3,1.6,1896,35179.0,5278.0,19907.0,2213.0,12.2,9.1,20.2,15.8,18.7,14.3,30.9,79.3,13.9,0.0,0.0,5.8,1.0,33.4,1047,78.6,15.0,6.2,0.2,10.0
1059973600,Alabama,Franklin,1765,880,885,2.4,92.5,0.8,1.9,0.0,0.0,1425,35436.0,5899.0,20608.0,2477.0,18.4,22.2,15.2,22.6,19.6,17.2,25.3,85.0,14.1,0.7,0.3,0.0,0.0,30.4,738,77.0,17.8,5.3,0.0,8.8
1059973700,Alabama,Franklin,5868,2804,3064,1.2,96.9,0.0,0.1,0.4,0.0,4479,33774.0,4104.0,16261.0,1568.0,19.7,40.3,24.9,11.4,20.8,14.3,28.7,88.9,9.0,0.7,0.0,0.8,0.7,27.9,2140,80.7,14.7,4.6,0.0,8.9
1061050100,Alabama,Geneva,4815,2404,2411,4.0,85.3,7.7,1.1,0.0,0.0,3719,30082.0,3594.0,17459.0,1341.0,24.9,43.1,21.2,15.7,21.7,23.1,18.4,78.8,14.8,0.0,1.5,1.0,3.9,27.4,1686,76.0,16.1,7.1,0.8,12.8
1061050200,Alabama,Geneva,2342,1187,1155,1.2,87.3,9.1,0.0,0.0,0.0,1843,49193.0,7806.0,23249.0,3095.0,16.6,35.3,24.6,11.4,13.1,27.8,23.0,87.7,8.9,0.0,0.0,1.3,2.1,33.1,952,89.5,5.1,4.4,0.9,9.4
1061050300,Alabama,Geneva,5669,2652,3017,0.9,80.9,9.9,0.0,5.2,0.0,3943,31552.0,11724.0,17875.0,2075.0,27.5,45.1,27.4,26.2,18.2,17.0,11.2,76.4,20.1,0.0,0.0,1.6,1.9,23.6,1991,69.6,19.8,9.8,0.7,12.7
1061050400,Alabama,Geneva,5764,2768,2996,6.1,80.3,10.7,0.5,0.0,0.0,4308,35913.0,4066.0,22546.0,3349.0,25.8,49.4,29.0,11.5,22.9,16.9,19.7,88.3,4.2,0.0,2.5,2.8,2.3,24.2,2277,69.7,19.1,11.2,0.0,9.4
1061050500,Alabama,Geneva,4371,2279,2092,4.0,82.0,12.0,0.2,0.8,0.0,3464,39643.0,6928.0,20673.0,2357.0,18.8,29.8,15.2,18.8,27.9,24.6,13.6,82.0,12.4,0.2,0.0,0.8,4.5,26.2,1808,77.4,12.6,9.7,0.3,10.9
1061050600,Alabama,Geneva,3854,1884,1970,4.4,92.9,1.5,0.0,0.0,0.0,3057,35773.0,5013.0,21314.0,4897.0,20.2,25.5,24.3,21.0,27.0,14.7,13.0,78.8,11.9,0.0,0.8,2.7,5.7,24.2,1705,81.2,11.0,7.7,0.0,11.4
1063060000,Alabama,Greene,1390,705,685,0.3,9.5,90.2,0.0,0.0,0.0,1091,20492.0,5088.0,13942.0,2832.0,36.0,66.6,14.3,23.7,24.9,19.4,17.7,80.9,12.3,0.0,6.3,0.5,0.0,35.7,434,80.9,15.2,3.9,0.0,21.7
1063060100,Alabama,Greene,3869,1576,2293,1.5,22.4,74.3,0.0,0.4,0.0,3113,22298.0,4448.0,14741.0,2724.0,31.3,47.8,21.4,23.5,36.2,3.3,15.5,88.1,5.3,1.1,3.3,2.3,0.0,28.8,1145,68.8,19.4,11.8,0.0,18.9
1063060200,Alabama,Greene,3438,1814,1624,0.0,15.9,83.9,0.2,0.0,0.0,2465,18729.0,4232.0,12205.0,2985.0,51.9,82.0,21.4,19.9,12.4,13.0,33.4,74.4,13.3,0.8,2.3,2.6,6.5,30.3,833,82.7,15.4,1.9,0.0,21.7
1065040000,Alabama,Hale,3393,1676,1717,2.8,62.8,33.0,1.2,0.0,0.0,2568,39343.0,7894.0,21082.0,2044.0,17.6,18.8,26.0,17.2,24.5,8.2,24.0,93.7,5.6,0.0,0.5,0.3,0.0,31.7,1361,79.7,16.9,3.4,0.0,8.5
1065040100,Alabama,Hale,1512,733,779,0.0,55.4,44.0,0.0,0.0,0.6,1225,33977.0,9404.0,19778.0,2815.0,21.5,7.0,30.5,7.5,22.1,23.4,16.6,89.3,9.2,0.0,1.5,0.0,0.0,33.9,603,71.3,24.7,4.0,0.0,12.5
1065040200,Alabama,Hale,1721,840,881,2.1,51.1,46.4,0.0,0.0,0.0,1395,45938.0,10493.0,23971.0,3573.0,14.0,14.1,25.9,13.6,18.0,20.0,22.5,82.1,11.5,0.0,0.0,1.2,5.1,36.0,661,84.1,11.6,4.2,0.0,6.8
1065040300,Alabama,Hale,2178,924,1254,0.0,14.3,85.7,0.0,0.0,0.0,1613,38333.0,8442.0,14917.0,2403.0,31.8,37.3,30.3,17.2,23.6,13.2,15.8,88.7,11.3,0.0,0.0,0.0,0.0,32.1,704,68.8,30.1,1.1,0.0,19.1
1065040400,Alabama,Hale,4742,2191,2551,0.0,29.0,70.7,0.1,0.1,0.0,3640,25276.0,4017.0,17446.0,3190.0,38.3,72.7,23.6,20.1,28.2,5.2,23.0,88.8,7.2,0.0,0.0,2.9,1.1,22.4,1349,74.9,15.7,9.4,0.0,17.1
1065040500,Alabama,Hale,1710,819,891,2.2,32.9,62.7,0.0,2.2,0.0,1171,28550.0,7511.0,17587.0,3714.0,25.3,34.2,17.7,19.9,25.8,15.7,20.9,79.8,12.7,0.3,0.0,4.4,2.7,27.8,604,76.8,8.6,12.3,2.3,15.2
1067030100,Alabama,Henry,1882,980,902,0.5,58.7,39.1,0.0,0.0,0.0,1476,37994.0,5574.0,20038.0,2631.0,9.1,4.9,26.6,15.2,12.1,17.3,28.9,79.5,9.2,0.5,0.0,5.2,5.6,26.0,771,80.8,11.7,6.7,0.8,15.5
1067030200,Alabama,Henry,2979,1466,1513,0.9,45.7,52.7,0.0,0.0,0.0,2377,25538.0,4337.0,18377.0,3145.0,29.0,39.2,21.1,20.6,18.0,10.5,29.8,84.0,11.4,0.0,1.6,0.0,3.0,21.6,845,75.6,20.5,3.9,0.0,11.9
1067030300,Alabama,Henry,2642,1349,1293,0.8,80.2,17.4,0.0,0.0,0.0,2402,37587.0,4497.0,24261.0,3123.0,18.3,46.2,24.2,26.0,21.0,5.6,23.0,85.2,9.5,0.0,4.4,0.0,0.9,31.6,1098,83.3,9.2,7.5,0.0,3.0
1067030400,Alabama,Henry,1894,882,1012,7.8,68.5,23.2,0.0,0.0,0.0,1406,34784.0,7525.0,19627.0,3086.0,23.4,44.5,29.9,15.7,20.3,14.0,20.2,79.6,15.1,0.0,0.0,2.9,2.4,24.9,867,75.9,14.6,8.3,1.2,2.4
1067030500,Alabama,Henry,6260,2769,3491,1.3,74.5,23.7,0.0,0.0,0.0,4582,56714.0,9073.0,26903.0,2964.0,8.5,9.1,44.8,13.2,18.0,10.0,14.1,90.3,5.6,0.0,0.1,3.4,0.6,28.0,2710,79.3,17.6,3.1,0.0,9.0
